"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","regulation"
"gene-Meltrin",322.853928642647,-3.33993880692926,0.680998496312086,7.54496787597987e-08,1.36251524950833e-06,"down"
"gene-JMJD5",627.686542972999,2.09104117710835,0.412980613629833,7.55045480475668e-08,1.36251524950833e-06,"up"
"gene-LOC142981999",1445.22673700022,2.06665913007616,0.408351266237169,7.55207779986846e-08,1.36251524950833e-06,"up"
"gene-LOC142981302",498.176716616897,-1.52872926106943,0.296049980150277,7.51800087956917e-08,1.36251524950833e-06,"down"
"gene-TfIIA-S",1177.80421834463,2.02835684332052,0.401260147169061,7.79929513978034e-08,1.40468274057289e-06,"up"
"gene-LOC142981772",1569.46656298912,3.77343691529522,0.773436175915615,7.82570005914456e-08,1.40700410389801e-06,"up"
"gene-Apn4",23163.4618707397,-3.17298829895064,0.645180807775825,7.84515411390806e-08,1.40806990216867e-06,"down"
"gene-Ppib",19645.9062082002,1.47097760403665,0.28320919363917,7.87268454496321e-08,1.41057910693747e-06,"up"
"gene-brat",672.403990972996,-5.39745431085083,1.13538743226301,7.94461018933458e-08,1.42102048231912e-06,"down"
"gene-SOCS2-12",247.600714443299,-2.3169307856032,0.462922318586019,8.01501315208086e-08,1.43115414945389e-06,"down"
"gene-LOC142976527",9148.99384475845,-2.40622122777719,0.48132483266168,8.03947429698057e-08,1.43306382588301e-06,"down"
"gene-LOC142982254",1688.30458966793,1.99381992466568,0.394689851757256,8.23762306118874e-08,1.46587446268333e-06,"up"
"gene-LOC142983213",24474.6493648794,4.56047152634903,0.946186968945642,8.48176855054388e-08,1.5067442083816e-06,"up"
"gene-Sap-r",6187.10199299384,-3.2925519875943,0.674334756212622,8.6555349459186e-08,1.52978130368442e-06,"down"
"gene-LOC142979516",815.994281639896,-2.5447049723599,0.515625715386037,8.6316033877827e-08,1.52978130368442e-06,"down"
"gene-Sptz",202.987433571841,-1.8126791738863,0.356619295634084,8.65520485528483e-08,1.52978130368442e-06,"down"
"gene-ND-13B",4643.49020547591,2.99042691748279,0.607830054335805,8.86555383966656e-08,1.56424433001574e-06,"up"
"gene-LOC142985109",128.081354797849,3.45725614881498,0.708945093159592,8.93726265563643e-08,1.57329046512632e-06,"up"
"gene-Ufd4",619.259808666241,-2.44171383099446,0.493438569677023,8.9470504837155e-08,1.57329046512632e-06,"down"
"gene-LOC142974580",227.426003353588,2.10612277737767,0.420005906718814,9.02951636498572e-08,1.58511408700677e-06,"up"
"gene-kud",1523.62225412838,3.07245047946786,0.626616433614348,9.1549655487138e-08,1.60443083101196e-06,"up"
"gene-LOC142985505",161.428119485962,2.21862716949091,0.443334751231176,9.32922993873456e-08,1.63222325482734e-06,"up"
"gene-Sec24CD",638.647332556982,-2.73488297410838,0.555320801242476,9.46362721505991e-08,1.65295904880493e-06,"down"
"gene-LOC142982670",1948.31934417761,-1.43483973334677,0.279400024002261,9.58397968542442e-08,1.67117635720717e-06,"down"
"gene-LOC142984080",122.0646753034,-2.26434484068049,0.453226703858937,9.66684023985746e-08,1.68280613539994e-06,"down"
"gene-LOC142986379",93.0795992374138,2.882855057349,0.586943537932158,9.74363338400408e-08,1.69334262984111e-06,"up"
"gene-LOC142979541",35.5193245665656,-5.17985087592597,1.05118854479184,9.87229573433607e-08,1.71284330990731e-06,"down"
"gene-Polr3F",327.345415736421,1.89752184859091,0.376159014006319,1.00147258864184e-07,1.73466383490208e-06,"up"
"gene-Nopp34",128.84749367419,-3.34104613047353,0.681955885372527,1.01332465902406e-07,1.74937142627537e-06,"down"
"gene-LOC142981965",236.340774843742,-2.7127129532975,0.551894036787917,1.01268078655969e-07,1.74937142627537e-06,"down"
"gene-ND-B17",4067.88372164285,3.01529027137754,0.617191501989656,1.03622552648016e-07,1.78594498851961e-06,"up"
"gene-LOC142984779",111.986191131561,-1.77751181688377,0.35160706425848,1.04292722480585e-07,1.79452436532709e-06,"down"
"gene-Sod2",4877.32755062497,3.69401718550016,0.765126842673849,1.05143170237288e-07,1.80617228080886e-06,"up"
"gene-UQCR-Q",9115.75768452268,3.5631368076724,0.737089900133059,1.05575373162975e-07,1.8106089532563e-06,"up"
"gene-Ufm1",1737.18911127577,2.26486327393732,0.45612844638273,1.08540984225616e-07,1.8584073121524e-06,"up"
"gene-LOC142973042",489.103120410595,2.14955771368788,0.431670305034152,1.10579280917412e-07,1.89019756050946e-06,"up"
"gene-LOC142975641",156.072874720117,-2.25092673505488,0.454011363179949,1.12137196727859e-07,1.91368560317542e-06,"down"
"gene-pall",89.0836548007691,-2.20004613385257,0.441584543537292,1.13383280879749e-07,1.93178388536528e-06,"down"
"gene-Usp15-31",209.334567073208,-1.78560204423943,0.355379238479065,1.14572564374475e-07,1.94885685480113e-06,"down"
"gene-LOC142980293",429.169342992213,7.55072126960572,1.64730688612905,1.14986807856275e-07,1.95271234875011e-06,"up"
"gene-hts",1102.17238061485,-2.19870257744265,0.443777213477188,1.16250621321649e-07,1.97095923120255e-06,"down"
"gene-Vha14-1",6516.25389853688,3.11206743855055,0.641318951434283,1.1743008645574e-07,1.98771902439717e-06,"up"
"gene-Stat92E",544.655834276178,-2.22761977310035,0.45130087698996,1.23750684932602e-07,2.09130621777336e-06,"down"
"gene-LOC142985619",120.061281901069,2.74471943216327,0.562796204229494,1.25692462021452e-07,2.12067833005399e-06,"up"
"gene-LOC142985319",3675.69898999745,1.6668459474395,0.331477177053402,1.27189590191598e-07,2.14246542701382e-06,"up"
"gene-mbt",158.066617468168,-2.23807039016369,0.453454216957505,1.27623326119014e-07,2.14629858626646e-06,"down"
"gene-LOC142983421",156.075206718628,-2.24850076950261,0.455614551642742,1.28661560900825e-07,2.16026911125418e-06,"down"
"gene-BmDJ-1beta",3296.36944891481,3.03368897243871,0.626641466276868,1.2893102254665e-07,2.1613074794052e-06,"up"
"gene-LOC142985963",1737.92093891191,3.1305536212478,0.648880811695936,1.32608958526453e-07,2.21938787501669e-06,"up"
"gene-LOC142972521",331.26019032964,-1.7119404579035,0.341202380442827,1.33214962016122e-07,2.22595145198688e-06,"down"
"gene-zfh2",123.672865378982,-3.19778363618167,0.662983288529043,1.33774990248184e-07,2.231727000775e-06,"down"
"gene-LOC142972184",301.859054122313,-1.7583668439072,0.351459350021514,1.34192918154781e-07,2.23511724478603e-06,"down"
"gene-NdufV3",2654.86762584484,3.23717568856605,0.673454182561999,1.36907856232878e-07,2.27669454214737e-06,"up"
"gene-HDAC4",390.166458803105,-2.2280178778533,0.454419545707486,1.38837693475943e-07,2.30510428881112e-06,"down"
"gene-LOC142979006",116.810065188132,-3.68211318324463,0.77368960253568,1.39679407896343e-07,2.31538636337727e-06,"down"
"gene-LOC142975933",223.931282266194,2.97992062409571,0.617282450442129,1.40999790832037e-07,2.33355774652067e-06,"up"
"gene-LOC142977243",32941.9837038928,4.23390894653139,0.89562765125605,1.4392913239197e-07,2.37825756857208e-06,"up"
"gene-MICAL-like",291.833834800178,-2.85181083377128,0.591117531861688,1.45646808745881e-07,2.4028261157601e-06,"down"
"gene-Stim",311.72745027755,-2.35982665095832,0.483564007762346,1.46539839747027e-07,2.41373375279517e-06,"down"
"gene-Dyrk3",447.665846995423,-5.9550002768363,1.28457032335028,1.47289347533258e-07,2.42224661583131e-06,"down"
"gene-Arpc5",4130.6188385942,2.0810781813956,0.423471319725144,1.47556062543802e-07,2.42280538025391e-06,"up"
"gene-Ythdf",1433.42523075356,-1.71773393243611,0.344666871141446,1.53286927010991e-07,2.51294001603845e-06,"down"
"gene-LOC142973583",254.785004129428,1.9896579629626,0.402949339348518,1.57405994464958e-07,2.57467940744519e-06,"up"
"gene-LOC142976760",5509.75195099791,1.98704630100789,0.403723983866952,1.57547625604475e-07,2.57467940744519e-06,"up"
"gene-pcm",290.187987241162,-2.14023194511477,0.436561540564985,1.60200292493252e-07,2.61392640259366e-06,"down"
"gene-LOC142982347",2615.4587412677,3.13853219800916,0.656165114812945,1.62285740497159e-07,2.64380995082227e-06,"up"
"gene-LOC142978680",84.5433743172793,-2.22235269595611,0.451721872192483,1.62993077433559e-07,2.65118427513023e-06,"down"
"gene-RpS24",21510.8674482221,2.42229348130439,0.50099754976787,1.64114524086495e-07,2.66526083578847e-06,"up"
"gene-Tnpo",603.685597692987,-1.56703108706592,0.313431103695685,1.65123038177908e-07,2.67746234802495e-06,"down"
"gene-LOC142976088",452.209361294793,-1.53783114139306,0.306982375916746,1.65848826571759e-07,2.68504865413998e-06,"down"
"gene-ash1",138.382943164653,-2.01348616493709,0.410485996202763,1.66889847526364e-07,2.69770700737492e-06,"down"
"gene-l(3)87Df",711.3913782433,2.37060201287416,0.487036225121655,1.68103684000597e-07,2.71311527200963e-06,"up"
"gene-ubl",789.448217126681,2.25348045438396,0.461595324984615,1.68376984253417e-07,2.71331951405273e-06,"up"
"gene-Ufc1",2133.00428259006,2.01016795002006,0.409476511747542,1.68717707933221e-07,2.71460794371689e-06,"up"
"gene-LOC142979151",2985.39120669896,4.18661393026403,0.893056789567109,1.70859425903184e-07,2.74482503650022e-06,"up"
"gene-bigmax",4915.65987705694,1.72222015430763,0.34629526967565,1.73357391051894e-07,2.78066323705734e-06,"up"
"gene-Dad1",805.268491383321,2.67404250740131,0.554818958805993,1.74036619464645e-07,2.78726339788762e-06,"up"
"gene-Egfr",1156.48571443144,-5.35384073582783,1.16227066979696,1.75271354625873e-07,2.80272626982387e-06,"down"
"gene-Smr",795.630210669662,-2.84656940802402,0.595073354382686,1.75957645916233e-07,2.80938511347851e-06,"down"
"gene-LOC142981526",8895.75256418199,3.26163418532325,0.686193756189114,1.78335144779802e-07,2.84298446731659e-06,"up"
"gene-Nedd4",168.540108154968,-4.02573780075616,0.856647805287677,1.78749381804439e-07,2.84523098560277e-06,"down"
"gene-LOC142981792",322.380426261912,4.09164816029707,0.873869430225871,1.83703026237424e-07,2.91961603531539e-06,"up"
"gene-Sec71",1318.79307240778,-1.94660699878359,0.397273211324935,1.84330305708073e-07,2.92243007584754e-06,"down"
"gene-lsn",917.394006928268,1.63996720930092,0.330262431954716,1.84441552337352e-07,2.92243007584754e-06,"up"
"gene-mRpL32",605.011658846387,2.0989756122457,0.429470838474221,1.8570752262753e-07,2.93801718928965e-06,"up"
"gene-mRpS34",538.090938587619,2.25941154529016,0.464833842900383,1.87632765733196e-07,2.96397130695383e-06,"up"
"gene-RpL10",63546.5454520575,2.0250817441858,0.413057325753749,1.88942812919156e-07,2.98014345831577e-06,"up"
"gene-RpL27",32870.122602896,2.05941374746232,0.420813560584659,1.90563377851492e-07,2.99662350971908e-06,"up"
"gene-Pfdn6",1294.62977889653,1.76612126624472,0.35705518466871,1.90304888282422e-07,2.99662350971908e-06,"up"
"gene-Sem1",4524.7296844401,2.07016385932044,0.42453118057875,1.90974285061567e-07,2.99855551657755e-06,"up"
"gene-LOC142976117",2344.24403346084,3.61501306168563,0.769325421811602,1.92855212380276e-07,3.02352825433535e-06,"up"
"gene-LOC142987153",7335.04231667508,-2.05777510820439,0.421838725797045,1.94073982699565e-07,3.02895076447147e-06,"down"
"gene-RpS7",32925.7792043902,1.94648334561836,0.398874746245741,1.93715173116868e-07,3.02895076447147e-06,"up"
"gene-mtTFB1",1934.25206601743,1.887311745823,0.384961253643993,1.9381919986012e-07,3.02895076447147e-06,"up"
"gene-mRpL46",402.979197992833,1.87854648675781,0.381984682177028,1.95752328314738e-07,3.05057146370723e-06,"up"
"gene-LOC142974285",339.020138222609,-2.80950656503513,0.589494510668012,1.96453077866589e-07,3.05691560626486e-06,"down"
"gene-CDC50",1097.72578662206,-1.27313611680218,0.252807018227924,1.96787467028587e-07,3.05754855487701e-06,"down"
"gene-LOC142984806",89.45991212368,-3.30853650950869,0.69655724726053,1.99231051301348e-07,3.09090200305072e-06,"down"
"gene-Dci",1084.72544781023,1.78920724561206,0.363323365941824,1.99813186250092e-07,3.09532034057062e-06,"up"
"gene-Bet5",681.228201695767,2.31400452244555,0.478075007788382,2.01339839327085e-07,3.11433540474734e-06,"up"
"gene-LOC142987118",26.846727748328,4.67421006490371,0.989296829177541,2.04137175806475e-07,3.15291988152138e-06,"up"
"gene-kuz",367.735220594594,-2.57183821759861,0.538750130484428,2.07529344049908e-07,3.20056366156969e-06,"down"
"gene-ATPsynCF6",10276.6680539916,3.12971385980033,0.661298482390985,2.0894537672265e-07,3.21763516521122e-06,"up"
"gene-Aps",3973.99552148733,2.03437998685969,0.418866563076447,2.10065152290766e-07,3.23010079076348e-06,"up"
"gene-EMRE",425.344428943521,2.33712092341563,0.484359369420384,2.10910499864968e-07,3.23640140785987e-06,"up"
"gene-Bre1",170.252418448996,-2.03333704761782,0.416782162073967,2.1109669125234e-07,3.23640140785987e-06,"down"
"gene-nero",1895.21772787929,3.65873930294877,0.781580563204469,2.1235397374024e-07,3.25088950975867e-06,"up"
"gene-LOC142978844",1275.59902084291,-1.99565063769962,0.409848035560661,2.14803981371547e-07,3.28356746854303e-06,"down"
"gene-norpA",167.661455032412,-2.35921869270055,0.489898529810827,2.20723855749979e-07,3.36911339935086e-06,"down"
"gene-TppII",285.01657842555,-2.34697968604988,0.488837728725359,2.21464816518494e-07,3.37547399700956e-06,"down"
"gene-LOC142976128",284.423932888638,-1.93176288284905,0.395338035204143,2.23583897834038e-07,3.40279002405312e-06,"down"
"gene-LOC142980491",778.890946314438,2.43542577196525,0.508613907667114,2.33700059090023e-07,3.5515585622294e-06,"up"
"gene-LOC142979552",709.926814292526,1.89409687690564,0.388351133570185,2.34130038404797e-07,3.55290626792119e-06,"up"
"gene-LOC142976275",225681.20235308,4.63798509651199,1.00559182732158,2.34494081136231e-07,3.55325092376734e-06,"up"
"gene-mRpS12",341.389392815158,2.41337623180841,0.503580062126196,2.35118358781712e-07,3.55753214377562e-06,"up"
"gene-Cdk12",137.043574657605,-2.7147420715563,0.570680966077549,2.3790570350581e-07,3.59448239984831e-06,"down"
"gene-LOC142985622",22517.2351049347,6.50693727317058,1.4388079153005,2.38588623793625e-07,3.59957619375599e-06,"up"
"gene-Zir",103.01402866859,-2.75727701077669,0.582356908878258,2.39765341930224e-07,3.60687458019311e-06,"down"
"gene-Dhrs4",3676.20372946537,2.1467912235306,0.444620812374312,2.39439725142957e-07,3.60687458019311e-06,"up"
"gene-LOC142980780",70629.2407258156,5.06566933951782,1.10678860269819,2.43406674165581e-07,3.65636865521456e-06,"up"
"gene-Prp31",491.088730815826,1.16246879164462,0.231434482346528,2.45986996587052e-07,3.68980494880578e-06,"up"
"gene-BuGZ",641.771713739649,-2.46165570222499,0.517926028848809,2.49638612397523e-07,3.73795797575615e-06,"down"
"gene-LOC142978942",1302.26291887241,1.93134821537812,0.397708472342152,2.49915345929517e-07,3.73795797575615e-06,"up"
"gene-LOC142982214",317.817842540893,1.56368025502469,0.316968045029963,2.52865386823187e-07,3.77665520348548e-06,"up"
"gene-LOC142986409",150.916811326266,-2.03341543299151,0.42162599972574,2.5779163967484e-07,3.84471485532247e-06,"down"
"gene-LOC142982105",456.661919399288,1.81592211673734,0.37232212492402,2.58932814607193e-07,3.85620972827021e-06,"up"
"gene-melt",84.5380874048939,-2.33273784260677,0.487866103489786,2.60731860856583e-07,3.87745524502432e-06,"down"
"gene-Camta",383.071930581308,-2.46416854634831,0.519002944746863,2.71991773864381e-07,4.03913604269359e-06,"down"
"gene-jvl",474.837050473889,-2.82897716651998,0.600941128843207,2.74913986885933e-07,4.07091693240763e-06,"down"
"gene-epsilonCOP",1996.05236170112,1.48858708643728,0.301811491919887,2.74900575867669e-07,4.07091693240763e-06,"up"
"gene-LOC142979416",3593.54079045328,2.29123205806503,0.480161398176331,2.7584044275697e-07,4.07883381974441e-06,"up"
"gene-LOC142982780",175.155511435698,-6.56352535709366,1.47887320758075,2.82095994943538e-07,4.16541745725139e-06,"down"
"gene-LOC142986528",2252.81657324152,2.24945460981739,0.470885177865212,2.83261483359416e-07,4.17670260874154e-06,"up"
"gene-arr",350.937272439362,-2.46266700870053,0.520415593786322,2.85313407657438e-07,4.19507425665808e-06,"down"
"gene-Karybeta3",3234.62020897007,-2.31126086071167,0.486683785724384,2.84985808247177e-07,4.19507425665808e-06,"down"
"gene-LOC142976997",9909.92851864332,5.84119479442972,1.30369493257318,2.90549915077382e-07,4.26604318188371e-06,"up"
"gene-Cmc1",475.836117705381,2.74109925954157,0.583026362571792,2.92629939963767e-07,4.29053193665186e-06,"up"
"gene-shi",1283.73196231985,-3.21714198211487,0.690046710883035,2.9405220844959e-07,4.30532136421974e-06,"down"
"gene-Pym",470.382187450805,1.83499974353501,0.379132674348174,2.99265570072746e-07,4.37549801187822e-06,"up"
"gene-LOC142981401",165.542607366014,-1.99743101422628,0.415954493764791,3.04638862580562e-07,4.44304518615946e-06,"down"
"gene-RpS5",26798.1918717776,1.88793774781543,0.390860241319196,3.04739122278373e-07,4.44304518615946e-06,"up"
"gene-Rad23",4808.20332875182,1.73286309358075,0.356639329313453,3.06870649641592e-07,4.46786498289367e-06,"up"
"gene-Ack-like",87.7668337694644,-2.67654093696608,0.570150837806007,3.09379103512422e-07,4.49809562508983e-06,"down"
"gene-LOC142978902",627.468352321412,1.85298128057291,0.383808320381354,3.11526245847228e-07,4.52299612171498e-06,"up"
"gene-LOC142979474",1024.9939524606,2.53667702240359,0.538624725750722,3.19325267757369e-07,4.6297716397691e-06,"up"
"gene-RpS21",11739.8208268093,2.2885995952349,0.483242020996445,3.22226072972582e-07,4.66533159894934e-06,"up"
"gene-gdl",237.168550775615,1.90871078436416,0.396574438603881,3.22909442467136e-07,4.66873235567068e-06,"up"
"gene-mge",1517.38218777458,1.59018587827361,0.326190116210742,3.31322792227527e-07,4.78373129970674e-06,"up"
"gene-CSN4",1160.63642656761,1.47453180289624,0.299569527414991,3.33900000573491e-07,4.81426455120504e-06,"up"
"gene-MsrA",1304.57697941004,2.75016544461418,0.58822621757469,3.38033053840783e-07,4.86711492459551e-06,"up"
"gene-enok",128.683920445025,-2.87313369090032,0.617781491756651,3.39622455987341e-07,4.88324553429312e-06,"down"
"gene-Ptip",256.506753632827,-2.667990414153,0.571561168035317,3.45176318013158e-07,4.95625582140272e-06,"down"
"gene-nhr",309.215403515293,-2.51184908645382,0.536714850340837,3.49440144824817e-07,5.01056736587651e-06,"down"
"gene-LOC142977482",884.674187255135,5.31259225232562,1.18885674453616,3.55146495741337e-07,5.08538517285738e-06,"up"
"gene-LOC142979156",1157.44967476017,1.67293702251918,0.345887229251615,3.5821450597395e-07,5.12227061427036e-06,"up"
"gene-wts",475.704855524995,-2.24045867473531,0.475558519791437,3.6518678433743e-07,5.21480716728758e-06,"down"
"gene-Cals",759.34160570837,-2.62794036538399,0.56333911089567,3.681322190359e-07,5.24966630159414e-06,"down"
"gene-LOC142979974",1048.92898823871,2.80057949461534,0.60223132892141,3.69655731752207e-07,5.26418080374895e-06,"up"
"gene-LOC142984822",113.560144914409,2.07933426033469,0.437323078171711,3.71041381878764e-07,5.27669506196439e-06,"up"
"gene-LOC142976253",355.324966886132,2.65421880713656,0.568804193767604,3.72085530599109e-07,5.28432520264218e-06,"up"
"gene-LOC142977414",4923.62302662892,-3.03667683473935,0.659527201805817,3.74558392527301e-07,5.31219736540764e-06,"down"
"gene-RASSF8",137.69362432622,-2.0420186696623,0.429067697917788,3.75785078013358e-07,5.32234375798512e-06,"down"
"gene-gek",224.695810396935,-4.78860385652922,1.06718402813474,3.84890805846015e-07,5.44372412946853e-06,"down"
"gene-LOC142985293",15042.4209125675,2.37821528649891,0.508143452475671,3.85401026264967e-07,5.44372412946853e-06,"up"
"gene-LOC142973119",59.3121443009224,3.17649738730127,0.69155207079378,3.91144120198555e-07,5.51735811824791e-06,"up"
"gene-LOC142983201",24376.3128255913,-3.68273081153737,0.812022970246179,3.91916443247574e-07,5.52077154831833e-06,"down"
"gene-LOC142975056",446.136198387484,5.1097860000432,1.14628830090044,3.94529158541059e-07,5.55006559515192e-06,"up"
"gene-LOC142975908",872.308682790674,7.14503260642284,1.65810178272242,4.0321220944625e-07,5.66456018938659e-06,"up"
"gene-LOC142981408",148.900433231198,2.74657816301626,0.592408030933017,4.04376710901761e-07,5.67326355860827e-06,"up"
"gene-LOC142985061",582.551893150839,-2.74265439082044,0.594231798401166,4.12343865798851e-07,5.76174448720273e-06,"down"
"gene-LOC142976988",558.798927761535,2.39207114954901,0.511154654195854,4.11777271945156e-07,5.76174448720273e-06,"up"
"gene-LOC142984650",5031.98258013045,2.29064191403504,0.487846782817553,4.12215324045264e-07,5.76174448720273e-06,"up"
"gene-skd",310.498818585717,-2.93371650149177,0.639091415034312,4.15210749551707e-07,5.79402667940116e-06,"down"
"gene-nw",74.33765719668,-4.52408671396024,0.996297874271144,4.21271634485381e-07,5.86473627985714e-06,"down"
"gene-LOC142982391",81.4218572951779,-2.08821334928001,0.440829594903335,4.21404681780321e-07,5.86473627985714e-06,"down"
"gene-mesh",11783.3369710784,-2.82316799348805,0.609929909092402,4.25556509382762e-07,5.91461049756281e-06,"down"
"gene-p24-1",2246.64731419767,2.45769118086425,0.527166754160606,4.26919007326903e-07,5.92563582169741e-06,"up"
"gene-qm",136.247082892289,-1.82604003031352,0.383517844198758,4.32300060282234e-07,5.99233505664189e-06,"down"
"gene-LOC142979807",768.593506138297,2.58865916429006,0.55838735259962,4.40428332872904e-07,6.09688689522199e-06,"up"
"gene-LOC142981794",4644.47923673979,3.77286297747398,0.836064897762831,4.52594543061731e-07,6.25698432041516e-06,"up"
"gene-LOC142977825",237.56556157497,-2.86370318985365,0.624114980935026,4.60399986376547e-07,6.35645074029158e-06,"down"
"gene-LOC142985460",14008.3742087148,3.08826027596986,0.6760045736027,4.66902740808902e-07,6.43769209512672e-06,"up"
"gene-vri",7783.35228141758,-5.32409264752548,1.21423405719112,4.76361086562112e-07,6.5594165490894e-06,"down"
"gene-Eaf",390.901369236909,-1.53314768218881,0.31938615220818,4.89696022183496e-07,6.73412891800554e-06,"down"
"gene-Rpb7",436.128129496332,1.91657437868811,0.405653780611514,4.91738194114358e-07,6.75329102998742e-06,"up"
"gene-pcx",104.795237833549,-2.50689861857184,0.540791250064676,5.0872578669243e-07,6.97738529574203e-06,"down"
"gene-LOC142982066",335.702658268096,-2.04347703936369,0.436906719045608,5.19904234497687e-07,7.12131984358016e-06,"down"
"gene-upSET",477.321563610293,-2.24398841830041,0.482687289288526,5.23900793691454e-07,7.1540733971544e-06,"down"
"gene-eca",2302.67020167487,1.93802370303145,0.413605145999511,5.24357156775102e-07,7.1540733971544e-06,"up"
"gene-LOC142985465",543.728712187788,1.86666518636733,0.395222610253139,5.23960823329649e-07,7.1540733971544e-06,"up"
"gene-Eip74EF",490.651806908039,-2.92160977728091,0.643262430096422,5.29559693924238e-07,7.21559740019806e-06,"down"
"gene-Mlc-c",12071.6001817925,1.75141005133011,0.369361845795974,5.38153144046671e-07,7.32310356800764e-06,"up"
"gene-Spase12",2058.96923109182,2.55454921399748,0.554048832459516,5.40972121122134e-07,7.35185349984519e-06,"up"
"gene-LOC142977152",846.983404427929,2.1856358185248,0.468512751986764,5.41915413631312e-07,7.35507099856839e-06,"up"
"gene-LOC142981658",53.1463103258643,-4.60341904518865,1.04684124893039,5.43313593921083e-07,7.36444598010218e-06,"down"
"gene-spir",190.068964505596,-1.93754957161233,0.412834610474315,5.47074014372433e-07,7.39615648002211e-06,"down"
"gene-SkpA",3806.71410439475,1.63078578575188,0.342380704197832,5.46944468894564e-07,7.39615648002211e-06,"up"
"gene-GEFmeso",203.367547190874,-6.6418618202132,1.54102125867223,5.4802882764967e-07,7.39945537721539e-06,"down"
"gene-LOC142984026",439.987540251614,-2.42190500612286,0.526749046057636,5.57710504644252e-07,7.52042273749568e-06,"down"
"gene-ND-B14.7",2353.27786951163,2.52987295033409,0.55054315535685,5.62518639116593e-07,7.57544506235929e-06,"up"
"gene-eEF1beta",17443.050994055,1.81834429434945,0.385432398427107,5.66925522511721e-07,7.62492853920803e-06,"up"
"gene-baf",3015.39432630158,2.26383663537793,0.489002275471426,5.67805680853745e-07,7.62691243572579e-06,"up"
"gene-Oatp30B",1063.58078189834,-5.12972281617351,1.17801330440509,5.70449785347366e-07,7.64270561836047e-06,"down"
"gene-Acsl",3848.07796024655,-2.99881247646667,0.663137640959336,5.70410980003459e-07,7.64270561836047e-06,"down"
"gene-LOC142987710",37.2594674454206,-3.02553969305065,0.664527465615788,5.85465095262924e-07,7.82373766583702e-06,"down"
"gene-bon",99.5583544593064,-2.50071948787003,0.548799447162656,5.84829448585456e-07,7.82373766583702e-06,"down"
"gene-LOC142983062",229.51305096256,1.25524773470494,0.260122328740708,5.97397480064832e-07,7.97295867624987e-06,"up"
"gene-MED16",43.1775506300126,-3.01636561060281,0.664739325660047,6.00010595221482e-07,7.99758040493678e-06,"down"
"gene-LOC142976110",445.569442318086,2.73944573668788,0.602073131850952,6.04781185329183e-07,8.05085951314169e-06,"up"
"gene-RpL22",43115.8811424463,2.20422841503135,0.479644085795011,6.07867906924833e-07,8.08161546754471e-06,"up"
"gene-BI-1",14264.5374827162,1.63872924802198,0.345676544997619,6.08737508875627e-07,8.08285391249398e-06,"up"
"gene-LOC142978727",280.443894623372,-1.65595036548735,0.350044992386739,6.11988889636066e-07,8.11567431988719e-06,"down"
"gene-LOC142979881",198.996771893635,1.89748886002152,0.405331647790878,6.14850019362212e-07,8.14324262285067e-06,"up"
"gene-Spt6",680.557746553559,-2.63135727028773,0.578465075918745,6.18668729029878e-07,8.18340720355912e-06,"down"
"gene-LOC142984090",175.663681269913,-2.55222807188808,0.559124518949916,6.2679049354831e-07,8.28031603786537e-06,"down"
"gene-mys",289.11989207083,-1.88834616061451,0.404583994172427,6.5085735469089e-07,8.58735749345014e-06,"down"
"gene-mRpL34",339.510930695569,2.31258377567281,0.503206196809428,6.51973144469437e-07,8.59119042269219e-06,"up"
"gene-cni",1774.27132480694,1.92558831019699,0.412833434756736,6.53986887453571e-07,8.60683122426255e-06,"up"
"gene-Ip6k",1633.08070616974,-2.21509781561596,0.481293490040924,6.55797631715704e-07,8.6197643259602e-06,"down"
"gene-CycT",550.592830770067,-2.09609343004762,0.454188433893172,6.62800445903367e-07,8.70082300359906e-06,"down"
"gene-LOC142976880",129.881258110495,-1.96241961347463,0.421754074014319,6.66820297190303e-07,8.74256838003912e-06,"down"
"gene-LOC142976153",1690.13303217787,1.95870987521245,0.421656519195645,6.67913050242844e-07,8.74588031827422e-06,"up"
"gene-hob",53.3591352176783,-2.44070878060744,0.535978823199465,6.85271644066101e-07,8.96190680242225e-06,"down"
"gene-Rpb12",559.919406177761,1.86831099987707,0.400690476973166,6.95748516579806e-07,9.08750571843887e-06,"up"
"gene-LOC142976160",651.551720172579,1.23736010585083,0.257830550774263,7.04001406683536e-07,9.18377774884162e-06,"up"
"gene-MED7",559.884429331516,1.6562055573749,0.351802109466104,7.04963686918926e-07,9.18482100228538e-06,"up"
"gene-lace",457.474512432294,-2.22727856478009,0.485768030813509,7.08762459781466e-07,9.22277150790633e-06,"down"
"gene-parvin",1790.53136689493,1.20289692747853,0.250564596206325,7.28774132873641e-07,9.47133423622297e-06,"up"
"gene-Svil",2511.57314141242,-2.81603317768183,0.627139475675913,7.34671846198778e-07,9.53607720564749e-06,"down"
"gene-dom",126.061191379673,-4.19815402740078,0.974572083374496,7.37781776062129e-07,9.5645184169449e-06,"down"
"gene-Nipped-B",773.327554495157,-2.06886731173836,0.450300188087901,7.4123434067096e-07,9.59732523182176e-06,"down"
"gene-LOC142983756",4273.64843599889,1.82737903279466,0.393506241429972,7.50434444930934e-07,9.70437586550438e-06,"up"
"gene-eEF1gamma",15468.0276662022,1.3428119632234,0.28151756733158,7.55547607249083e-07,9.75837542365131e-06,"up"
